0	0.987274
1	0.975543
2	0.961651
3	0.950923
4	0.948347
5	0.925430
6	0.912843
7	0.894416
8	0.873619
9	0.868239
10	0.849723
11	0.839960
12	0.775426
13	0.833162
14	0.826291
15	0.772263
16	0.782366
17	0.799803
18	0.758358
19	0.799259
20	0.793021
21	0.770081
22	0.747851
23	0.777247
24	0.770664
25	0.751282
26	0.746991
27	0.745608
28	0.746386
29	0.751092
30	0.747957
31	0.728919
32	0.756961
33	0.720483
34	0.741725
35	0.736457
36	0.730737
37	0.720104
38	0.699736
39	0.732817
40	0.690074
41	0.708534
42	0.714066
43	0.708990
44	0.685629
45	0.705104
46	0.689817
47	0.679117
48	0.676062
49	0.667830
50	0.647942
51	0.689125
52	0.682231
53	0.689582
54	0.653143
55	0.687728
56	0.665048
57	0.644185
58	0.656568
59	0.670179
60	0.648970
61	0.674657
62	0.605167
63	0.626162
64	0.681072
65	0.637191
66	0.644307
67	0.651151
68	0.641746
69	0.634454
70	0.643800
71	0.639703
72	0.641517
73	0.626353
74	0.630148
75	0.618256
76	0.619705
77	0.637075
78	0.641466
79	0.641141
80	0.638308
81	0.641797
82	0.632341
83	0.596573
84	0.617130
85	0.658116
86	0.617486
87	0.621276
88	0.635470
89	0.626441
90	0.626498
91	0.607565
92	0.582147
93	0.602476
94	0.625763
95	0.645659
96	0.593366
97	0.624888
98	0.612086
99	0.586408
100	0.608754
101	0.553221
102	0.621669
103	0.597583
104	0.555683
105	0.606696
106	0.601001
107	0.571371
108	0.567462
109	0.581162
110	0.571915
111	0.620211
112	0.555131
113	0.593471
114	0.584462
115	0.577206
116	0.591542
117	0.582761
118	0.555103
119	0.548905
120	0.571112
121	0.557368
122	0.550298
123	0.552606
124	0.545884
125	0.592189
126	0.577284
127	0.563470
128	0.550755
129	0.517142
130	0.543277
131	0.528377
132	0.537286
133	0.530808
134	0.569698
135	0.516695
136	0.524445
137	0.526848
138	0.566829
139	0.546738
140	0.546693
141	0.567334
142	0.542306
143	0.518242
144	0.564329
145	0.562765
146	0.529026
147	0.516011
148	0.534825
149	0.516269
150	0.552098
151	0.540677
152	0.509991
153	0.495379
154	0.505315
155	0.515039
156	0.510267
157	0.514708
158	0.529308
159	0.509621
160	0.514478
161	0.516696
162	0.504468
163	0.519131
164	0.511112
165	0.493026
166	0.481685
167	0.484588
168	0.503612
169	0.530709
170	0.510186
171	0.513231
172	0.484521
173	0.497550
174	0.476994
175	0.476554
176	0.462459
177	0.469983
178	0.498991
179	0.478518
180	0.495824
181	0.498723
182	0.455848
183	0.494842
184	0.482820
185	0.481063
186	0.451598
187	0.498842
188	0.465662
189	0.481695
190	0.494091
191	0.452500
192	0.482644
193	0.478465
194	0.475685
195	0.481150
196	0.463670
197	0.470873
198	0.454383
199	0.482276
200	0.439643
201	0.478286
202	0.461436
203	0.450086
204	0.464782
205	0.451957
206	0.483905
207	0.465553
208	0.428320
209	0.468020
210	0.401385
211	0.476927
212	0.463642
213	0.451194
214	0.461499
215	0.441989
216	0.446339
217	0.458376
218	0.446235
219	0.439274
220	0.450595
221	0.456986
222	0.430210
223	0.461776
224	0.457975
225	0.444469
226	0.448949
227	0.424756
228	0.413757
229	0.414279
230	0.453485
231	0.444590
232	0.446656
233	0.431991
234	0.449655
235	0.436534
236	0.446270
237	0.443099
238	0.449156
239	0.455180
240	0.438194
241	0.434254
242	0.449573
243	0.434937
244	0.443342
245	0.443301
246	0.436628
247	0.440327
248	0.425822
249	0.423100
250	0.434335
251	0.410367
252	0.440867
253	0.395947
254	0.402037
255	0.416322
256	0.439174
257	0.445024
258	0.449796
259	0.415304
260	0.437400
261	0.412376
262	0.411343
263	0.434758
264	0.440321
265	0.436658
266	0.457132
267	0.420418
268	0.409096
269	0.427097
270	0.388960
271	0.413875
272	0.409375
273	0.439309
274	0.437112
275	0.423414
276	0.407216
277	0.419858
278	0.448747
279	0.399167
280	0.410262
281	0.384496
282	0.410567
283	0.397247
284	0.439624
285	0.391848
286	0.417856
287	0.451262
288	0.427204
289	0.385983
290	0.436122
291	0.418988
292	0.422868
293	0.403945
294	0.411170
295	0.428907
296	0.378122
297	0.401019
298	0.407736
299	0.431910
300	0.398030
301	0.376870
302	0.399291
303	0.429123
304	0.402436
305	0.389346
306	0.377444
307	0.402806
308	0.363246
309	0.397522
310	0.394150
311	0.385661
312	0.391795
313	0.376858
314	0.393679
315	0.373691
316	0.392290
317	0.400441
318	0.402894
319	0.409123
320	0.446393
321	0.419167
322	0.383466
323	0.374617
324	0.364320
325	0.416673
326	0.382140
327	0.410596
328	0.357837
329	0.382597
330	0.397477
331	0.383724
332	0.399153
333	0.369905
334	0.352680
335	0.402277
336	0.355415
337	0.377947
338	0.386501
339	0.369639
340	0.350746
341	0.384705
342	0.396523
